#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-30T21:58:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e3336079635	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-order=I
#-nav=cat:J/A+A/630/A58&tab:{J/A+A/630/A58/table2}&key:source=J/A+A/630/A58&HTTPPRM:&&-ref=VIZ5e3336079635&-out.max=unlimited&-out.form=HTML Table&-out.all=2&-order=I&-oc.form=dec&-out.src=J/A+A/630/A58/table2&-out=vu&-out=Ju&-out=vl&-out=Jl&-out=sigma&-out=Dsigma&-out=lambda&-out=Dlambda&-out=Aqua&-out=Ama&-out=A&-out=Atot&-out=Eu&-out=DEu&-out=Tu&-out=gu&-meta=1u&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/A+A/630/A58/table2
#-source=J/A+A/630/A58/table2
#-out=vu
#-out=Ju
#-out=vl
#-out=Jl
#-out=sigma
#-out=Dsigma
#-out=lambda
#-out=Dlambda
#-out=Aqua
#-out=Ama
#-out=A
#-out=Atot
#-out=Eu
#-out=DEu
#-out=Tu
#-out=gu
#-source=J/A+A/630/A58
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_36300058
#Name: J/A+A/630/A58
#Title: Full infrared spectrum of molecular hydrogen (Roueff+, 2019)
#Table	J_A_A_630_A58_table2:
#Name: J/A+A/630/A58/table2
#Title: List of all infrared transition of the X H2 rovibrational states
#Column	vu	(I2)	Upper state vibrational quantum number	[ucd=phys.atmol.qn]
#Column	Ju	(I2)	Upper state rotational quantum number	[ucd=phys.atmol.qn]
#Column	vl	(I2)	Lower state vibrational quantum number	[ucd=phys.atmol.qn]
#Column	Jl	(I2)	Lower state rotational quantum number	[ucd=phys.atmol.qn]
#Column	sigma	(F16.6)	Transition wave-number, {sigma}	[ucd=em.wavenumber;phys.atmol.transition]
#Column	Dsigma	(F7)	Transition wave-number accuracy, {Delta}{sigma}	[ucd=stat.error]
#Column	lambda	(F17.9)	Transition wavelength, {lambda}	[ucd=em.wl;phys.atmol.transition]
#Column	Dlambda	(F7)	Transition wavelength accuracy, {Delta}{lambda}	[ucd=stat.error]
#Column	Aqua	(E9.2)	Electric quadrupole transition Einstein coefficient Aqua(vu,Ju --> vl,Jl)	[ucd=phys.atmol.transProb;phys.atmol.transition]
#Column	Ama	(E9.2)	Magnetic dipole transition Einstein coefficient Ama(vu,Ju --> vl,Jl)	[ucd=phys.atmol.transProb;phys.atmol.transition]
#Column	A	(E9.2)	Full radiative transition emission probability Einstein coefficient A(vu,Ju --> vl,Jl) = Aqua(vu,Ju --> vl,Jl) + Ama(vu,Ju --> vl,Jl)	[ucd=phys.atmol.transProb]
#Column	Atot	(E9.2)	Total level emission probability of the upper level A_tot_(vu,Ju) = {Sum}(vl,Jl) A(vu,Ju --> vl,Jl)	[ucd=stat.probability;phys.atmol.level]
#Column	Eu	(F16.6)	Upper level energy (origin is the H_2 dissociation limit)	[ucd=phys.energy;phys.atmol.level]
#Column	DEu	(F7)	Upper level energy accuracy, {Delta}Eu	[ucd=stat.error]
#Column	Tu	(F11.1)	Upper level term energy (computed from (0,0) level with a dissociation energy of 36118.0695cm^-1^)	[ucd=phys.energy;phys.atmol.level]
#Column	gu	(I3)	Upper level statistical weight (1)	[ucd=stat.weight;phys.atmol.level]
vu	Ju	vl	Jl	sigma	Dsigma	lambda	Dlambda	Aqua	Ama	A	Atot	Eu	DEu	Tu	gu
 3	 8	 1	 8	     7221.307190	  2e-03	      1.384790833	  3e-07	 2.98e-07	 1.48e-09	 2.99e-07	 2.11e-06	   -20889.179865	  3e-03	    21911.0	 17
 3	 8	 1	 6	     8774.500793	  2e-03	      1.139665975	  2e-07	 7.62e-07	 0.00e+00	 7.62e-07	 2.11e-06	   -20889.179865	  3e-03	    21911.0	 17
 3	 8	 2	10	     1721.607726	  6e-04	      5.808524119	  2e-06	 5.27e-08	 0.00e+00	 5.27e-08	 2.11e-06	   -20889.179865	  3e-03	    21911.0	 17
 3	 8	 2	 8	     3496.774660	  7e-04	      2.859778216	  6e-07	 3.37e-07	 7.18e-08	 4.09e-07	 2.11e-06	   -20889.179865	  3e-03	    21911.0	 17
 3	 8	 2	 6	     4967.760973	  8e-04	      2.012979299	  3e-07	 3.59e-07	 0.00e+00	 3.59e-07	 2.11e-06	   -20889.179865	  3e-03	    21911.0	 17
 3	 8	 3	 6	     1389.776049	  7e-05	      7.195403898	  3e-07	 8.06e-08	 0.00e+00	 8.06e-08	 2.11e-06	   -20889.179865	  3e-03	    21911.0	 17
 3	 9	 0	11	     8901.678406	  2e-03	      1.123383652	  3e-07	 2.49e-09	 0.00e+00	 2.49e-09	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 0	 9	    11031.779059	  2e-03	      0.906472106	  2e-07	 1.75e-08	 5.50e-11	 1.76e-08	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 0	 7	    12846.271465	  2e-03	      0.778435986	  2e-07	 1.09e-07	 0.00e+00	 1.09e-07	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 1	11	     5106.768871	  1e-03	      1.958185352	  5e-07	 1.86e-08	 0.00e+00	 1.86e-08	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 1	 9	     7125.300941	  2e-03	      1.403449494	  3e-07	 2.92e-07	 1.86e-09	 2.94e-07	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 1	 7	     8846.216236	  2e-03	      1.130426810	  2e-07	 7.47e-07	 0.00e+00	 7.47e-07	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 2	11	     1540.203283	  6e-04	      6.492649451	  2e-06	 3.27e-08	 0.00e+00	 3.27e-08	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 2	 9	     3449.025539	  7e-04	      2.899369659	  6e-07	 3.14e-07	 8.96e-08	 4.04e-07	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 2	 7	     5078.124101	  8e-04	      1.969231118	  3e-07	 2.56e-07	 0.00e+00	 2.56e-07	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	 9	 3	 7	     1538.298641	  8e-05	      6.500688315	  3e-07	 1.38e-07	 0.00e+00	 1.38e-07	 2.02e-06	   -20084.327486	  3e-03	    23069.0	 57
 3	10	 0	12	     8605.456946	  2e-03	      1.162053342	  3e-07	 3.14e-09	 0.00e+00	 3.14e-09	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 0	10	    10873.138170	  2e-03	      0.919697685	  2e-07	 1.77e-08	 6.66e-11	 1.77e-08	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 0	 8	    12852.115468	  2e-03	      0.778082023	  2e-07	 1.14e-07	 0.00e+00	 1.14e-07	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 1	12	     4872.449121	  1e-03	      2.052355961	  5e-07	 1.19e-08	 0.00e+00	 1.19e-08	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 1	10	     7020.320779	  2e-03	      1.424436335	  3e-07	 2.86e-07	 2.30e-09	 2.89e-07	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 1	 8	     8896.476107	  2e-03	      1.124040562	  2e-07	 7.08e-07	 0.00e+00	 7.08e-07	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 2	12	     1366.884604	  6e-04	      7.315906530	  3e-06	 1.94e-08	 0.00e+00	 1.94e-08	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 2	10	     3396.776643	  7e-04	      2.943967488	  6e-07	 2.91e-07	 1.09e-07	 4.00e-07	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 2	 8	     5171.943576	  8e-04	      1.933509106	  3e-07	 1.57e-07	 0.00e+00	 1.57e-07	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	10	 3	 8	     1675.168917	  9e-05	      5.969547249	  3e-07	 2.16e-07	 0.00e+00	 2.16e-07	 1.94e-06	   -19214.010948	  3e-03	    24321.2	 21
 3	11	 0	13	     8309.973293	  2e-03	      1.203373302	  3e-07	 3.63e-09	 0.00e+00	 3.63e-09	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 0	11	    10701.701480	  2e-03	      0.934430849	  2e-07	 1.78e-08	 7.91e-11	 1.79e-08	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 0	 9	    12831.802132	  2e-03	      0.779313763	  2e-07	 1.16e-07	 0.00e+00	 1.16e-07	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 1	13	     4642.612230	  1e-03	      2.153959776	  6e-07	 7.50e-09	 0.00e+00	 7.50e-09	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 1	11	     6906.791945	  2e-03	      1.447850186	  3e-07	 2.80e-07	 2.79e-09	 2.82e-07	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 1	 9	     8925.324015	  2e-03	      1.120407504	  2e-07	 6.50e-07	 0.00e+00	 6.50e-07	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 2	13	     1201.854122	  5e-04	      8.320477350	  4e-06	 1.10e-08	 0.00e+00	 1.10e-08	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 2	11	     3340.226357	  7e-04	      2.993809081	  6e-07	 2.67e-07	 1.31e-07	 3.98e-07	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 2	 9	     5249.048613	  8e-04	      1.905107142	  3e-07	 7.30e-08	 0.00e+00	 7.30e-08	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	11	 3	 9	     1800.023074	  1e-04	      5.555484340	  3e-07	 3.17e-07	 0.00e+00	 3.17e-07	 1.88e-06	   -18284.304412	  3e-03	    25658.8	 69
 3	12	 0	14	     8015.728737	  2e-03	      1.247547207	  3e-07	 3.97e-09	 0.00e+00	 3.97e-09	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 0	12	    10518.139464	  2e-03	      0.950738487	  2e-07	 1.79e-08	 9.21e-11	 1.80e-08	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 0	10	    12785.820688	  2e-03	      0.782116396	  2e-07	 1.15e-07	 0.00e+00	 1.15e-07	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 1	14	     4417.520313	  1e-03	      2.263713416	  7e-07	 4.70e-09	 0.00e+00	 4.70e-09	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 1	12	     6785.131639	  1e-03	      1.473810757	  3e-07	 2.72e-07	 3.35e-09	 2.75e-07	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 1	10	     8933.003297	  2e-03	      1.119444342	  2e-07	 5.76e-07	 0.00e+00	 5.76e-07	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 2	14	     1045.169621	  5e-04	      9.567824972	  5e-06	 5.86e-09	 0.00e+00	 5.86e-09	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 2	12	     3279.567122	  7e-04	      3.049182904	  6e-07	 2.43e-07	 1.54e-07	 3.96e-07	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 2	10	     5309.459161	  8e-04	      1.883431004	  3e-07	 1.74e-08	 0.00e+00	 1.74e-08	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	12	 3	10	     1912.682518	  1e-04	      5.228259215	  3e-07	 4.41e-07	 0.00e+00	 4.41e-07	 1.85e-06	   -17301.328430	  3e-03	    27073.1	 25
 3	13	 0	15	     7723.071284	  2e-03	      1.294821663	  3e-07	 4.15e-09	 0.00e+00	 4.15e-09	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 0	13	    10323.098814	  2e-03	      0.968701374	  2e-07	 1.80e-08	 1.06e-10	 1.81e-08	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 0	11	    12714.827001	  2e-03	      0.786483371	  2e-07	 1.11e-07	 0.00e+00	 1.11e-07	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 1	15	     4197.296604	  1e-03	      2.382485905	  7e-07	 2.95e-09	 0.00e+00	 2.95e-09	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 1	13	     6655.737751	  1e-03	      1.502463044	  3e-07	 2.64e-07	 3.97e-09	 2.68e-07	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 1	11	     8919.917466	  2e-03	      1.121086606	  2e-07	 4.91e-07	 0.00e+00	 4.91e-07	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 2	15	      896.767937	  5e-04	     11.151156935	  6e-06	 2.92e-09	 0.00e+00	 2.92e-09	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 2	13	     3214.979643	  7e-04	      3.110439602	  7e-07	 2.19e-07	 1.78e-07	 3.97e-07	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 2	11	     5353.351878	  8e-04	      1.867988548	  3e-07	 2.54e-10	 0.00e+00	 2.54e-10	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	13	 3	11	     2013.125521	  1e-04	      4.967400143	  3e-07	 5.83e-07	 0.00e+00	 5.83e-07	 1.88e-06	   -16271.178891	  3e-03	    28555.2	 81
 3	14	 0	16	     7432.208621	  2e-03	      1.345495062	  4e-07	 4.19e-09	 0.00e+00	 4.19e-09	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 0	14	    10117.186242	  2e-03	      0.988417111	  2e-07	 1.81e-08	 1.19e-10	 1.82e-08	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 0	12	    12619.596970	  2e-03	      0.792418333	  2e-07	 1.04e-07	 0.00e+00	 1.04e-07	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 1	16	     3981.942855	  1e-03	      2.511336894	  8e-07	 1.87e-09	 0.00e+00	 1.87e-09	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 1	14	     6518.977818	  1e-03	      1.533982824	  3e-07	 2.55e-07	 4.67e-09	 2.60e-07	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 1	12	     8886.589144	  2e-03	      1.125291137	  2e-07	 4.00e-07	 0.00e+00	 4.00e-07	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 2	16	      756.487246	  5e-04	     13.218993516	  8e-06	 1.33e-09	 0.00e+00	 1.33e-09	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 2	14	     3146.627126	  7e-04	      3.178006036	  7e-07	 1.95e-07	 2.04e-07	 3.99e-07	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 2	12	     5381.024627	  8e-04	      1.858382129	  3e-07	 2.93e-08	 0.00e+00	 2.93e-08	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	14	 3	12	     2101.457505	  1e-04	      4.758602054	  3e-07	 7.39e-07	 0.00e+00	 7.39e-07	 1.96e-06	   -15199.870925	  3e-03	    30096.6	 29
 3	15	 0	17	     7143.219313	  2e-03	      1.399929018	  4e-07	 4.12e-09	 0.00e+00	 4.12e-09	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 0	15	     9900.952841	  2e-03	      1.010003801	  2e-07	 1.81e-08	 1.34e-10	 1.82e-08	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 0	13	    12500.980371	  2e-03	      0.799937261	  2e-07	 9.51e-08	 0.00e+00	 9.51e-08	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 1	17	     3771.354624	  1e-03	      2.651567142	  8e-07	 1.22e-09	 0.00e+00	 1.22e-09	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 1	15	     6375.178161	  1e-03	      1.568583614	  3e-07	 2.45e-07	 5.45e-09	 2.50e-07	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 1	13	     8833.619309	  2e-03	      1.132038822	  2e-07	 3.09e-07	 0.00e+00	 3.09e-07	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 2	17	      624.087179	  5e-04	     16.023402397	  1e-05	 5.41e-10	 0.00e+00	 5.41e-10	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 2	15	     3074.649494	  7e-04	      3.252403248	  7e-07	 1.71e-07	 2.31e-07	 4.03e-07	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 2	13	     5392.861200	  8e-04	      1.854303241	  3e-07	 1.09e-07	 0.00e+00	 1.09e-07	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	15	 3	13	     2177.881557	  1e-04	      4.591617927	  3e-07	 9.04e-07	 0.00e+00	 9.04e-07	 2.10e-06	   -14093.297334	  4e-03	    31688.7	 93
 3	16	 0	18	     6856.061537	  2e-03	      1.458563338	  4e-07	 3.95e-09	 0.00e+00	 3.95e-09	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 0	16	     9674.878829	  2e-03	      1.033604676	  2e-07	 1.81e-08	 1.48e-10	 1.83e-08	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 0	14	    12359.856450	  2e-03	      0.809070885	  2e-07	 8.47e-08	 0.00e+00	 8.47e-08	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 1	18	     3565.333883	  1e-03	      2.804786404	  9e-07	 8.23e-10	 0.00e+00	 8.23e-10	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 1	16	     6224.613062	  1e-03	      1.606525562	  3e-07	 2.35e-07	 6.33e-09	 2.41e-07	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 1	14	     8761.648026	  2e-03	      1.141337791	  2e-07	 2.23e-07	 0.00e+00	 2.23e-07	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 2	18	      499.266352	  4e-04	     20.029389042	  2e-05	 1.88e-10	 0.00e+00	 1.88e-10	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 2	16	     2999.157454	  6e-04	      3.334269759	  7e-07	 1.49e-07	 2.59e-07	 4.08e-07	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 2	14	     5389.297334	  8e-04	      1.855529465	  3e-07	 2.43e-07	 0.00e+00	 2.43e-07	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	16	 3	14	     2242.670208	  2e-04	      4.458970367	  3e-07	 1.07e-06	 0.00e+00	 1.07e-06	 2.29e-06	   -12957.200717	  4e-03	    33323.3	 33
 3	17	 0	19	     6570.578784	  2e-03	      1.521935940	  4e-07	 3.71e-09	 0.00e+00	 3.71e-09	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 0	17	     9439.358309	  2e-03	      1.059394047	  2e-07	 1.81e-08	 1.62e-10	 1.83e-08	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 0	15	    12197.091837	  2e-03	      0.819867566	  2e-07	 7.32e-08	 0.00e+00	 7.32e-08	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 1	19	     3363.598491	  1e-03	      2.973006447	  1e-06	 5.88e-10	 0.00e+00	 5.88e-10	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 1	17	     6067.493620	  1e-03	      1.648126991	  3e-07	 2.23e-07	 7.34e-09	 2.31e-07	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 1	15	     8671.317158	  2e-03	      1.153227338	  2e-07	 1.46e-07	 0.00e+00	 1.46e-07	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 2	19	      381.677155	  4e-04	     26.200153373	  3e-05	 5.20e-11	 0.00e+00	 5.20e-11	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 2	17	     2920.226176	  6e-04	      3.424392289	  7e-07	 1.27e-07	 2.88e-07	 4.15e-07	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 2	15	     5370.788490	  8e-04	      1.861924002	  3e-07	 4.28e-07	 0.00e+00	 4.28e-07	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	17	 3	15	     2296.138996	  2e-04	      4.355137044	  3e-07	 1.23e-06	 0.00e+00	 1.23e-06	 2.55e-06	   -11797.158337	  4e-03	    34992.4	105
 3	18	 0	20	     6286.501925	  2e-03	      1.590709765	  5e-07	 3.41e-09	 0.00e+00	 3.41e-09	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 0	18	     9194.683391	  2e-03	      1.087585029	  2e-07	 1.81e-08	 1.76e-10	 1.83e-08	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 0	16	    12013.500683	  2e-03	      0.832396840	  2e-07	 6.12e-08	 0.00e+00	 6.12e-08	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 1	20	     3165.788175	  1e-03	      3.158771038	  1e-06	 4.49e-10	 0.00e+00	 4.49e-10	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 1	18	     5903.955736	  1e-03	      1.693779636	  4e-07	 2.11e-07	 8.50e-09	 2.20e-07	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 1	16	     8563.234916	  2e-03	      1.167782981	  2e-07	 8.29e-08	 0.00e+00	 8.29e-08	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 2	20	      270.937814	  4e-04	     36.908838424	  5e-05	 9.89e-12	 0.00e+00	 9.89e-12	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 2	18	     2837.888205	  6e-04	      3.523746983	  8e-07	 1.07e-07	 3.17e-07	 4.24e-07	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 2	16	     5337.779308	  8e-04	      1.873438264	  3e-07	 6.60e-07	 0.00e+00	 6.60e-07	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	18	 3	16	     2338.621854	  2e-04	      4.276022643	  3e-07	 1.38e-06	 0.00e+00	 1.38e-06	 2.85e-06	   -10618.578863	  4e-03	    36688.1	 37
 3	19	 0	21	     6003.446920	  2e-03	      1.665709739	  5e-07	 3.08e-09	 0.00e+00	 3.08e-09	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 0	19	     8941.026696	  2e-03	      1.118439788	  2e-07	 1.81e-08	 1.91e-10	 1.83e-08	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 0	17	    11809.806221	  2e-03	      0.846753944	  2e-07	 4.93e-08	 0.00e+00	 4.93e-08	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 1	21	     2971.466546	  1e-03	      3.365341607	  1e-06	 3.67e-10	 0.00e+00	 3.67e-10	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 1	19	     5734.046403	  1e-03	      1.743969145	  4e-07	 1.99e-07	 9.84e-09	 2.08e-07	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 1	17	     8437.941533	  2e-03	      1.185123168	  2e-07	 3.57e-08	 0.00e+00	 3.57e-08	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 2	21	      166.641813	  4e-04	     60.008948654	  1e-04	 9.17e-13	 0.00e+00	 9.17e-13	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 2	19	     2752.125067	  6e-04	      3.633555800	  8e-07	 8.89e-08	 3.46e-07	 4.35e-07	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 2	17	     5290.674088	  8e-04	      1.890118316	  3e-07	 9.34e-07	 0.00e+00	 9.34e-07	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	19	 3	17	     2370.447912	  2e-04	      4.218611997	  3e-07	 1.51e-06	 0.00e+00	 1.51e-06	 3.19e-06	    -9426.710425	  4e-03	    38402.9	117
 3	20	 0	22	     5720.907125	  2e-03	      1.747974540	  5e-07	 2.72e-09	 0.00e+00	 2.72e-09	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 0	20	     8678.420834	  2e-03	      1.152283369	  3e-07	 1.80e-08	 2.06e-10	 1.82e-08	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 0	18	    11586.602300	  2e-03	      0.863065784	  2e-07	 3.78e-08	 0.00e+00	 3.78e-08	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 1	22	     2780.118501	  1e-03	      3.596968977	  1e-06	 3.19e-10	 0.00e+00	 3.19e-10	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 1	20	     5557.707084	  1e-03	      1.799303175	  4e-07	 1.85e-07	 1.14e-08	 1.97e-07	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 1	18	     8295.874646	  2e-03	      1.205418407	  2e-07	 7.51e-09	 0.00e+00	 7.51e-09	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 2	22	       68.364799	  3e-04	    146.274108112	  7e-04	 1.12e-14	 0.00e+00	 1.12e-14	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 2	20	     2662.856724	  6e-04	      3.755365398	  8e-07	 7.21e-08	 3.74e-07	 4.46e-07	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 2	18	     5229.807115	  8e-04	      1.912116409	  3e-07	 1.24e-06	 0.00e+00	 1.24e-06	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	20	 3	18	     2391.918909	  2e-04	      4.180743738	  3e-07	 1.60e-06	 0.00e+00	 1.60e-06	 3.55e-06	    -8226.659954	  4e-03	    40129.5	 41
 3	21	 0	23	     5438.238566	  2e-03	      1.838830695	  5e-07	 2.36e-09	 0.00e+00	 2.36e-09	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
 3	21	 0	21	     8406.732749	  2e-03	      1.189522767	  3e-07	 1.79e-08	 2.21e-10	 1.81e-08	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
 3	21	 0	19	    11344.312525	  2e-03	      0.881498987	  2e-07	 2.72e-08	 0.00e+00	 2.72e-08	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
 3	21	 1	23	     2591.141886	  9e-04	      3.859302362	  1e-06	 2.90e-10	 0.00e+00	 2.90e-10	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
 3	21	 1	21	     5374.752375	  1e-03	      1.860550831	  4e-07	 1.71e-07	 1.33e-08	 1.84e-07	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
 3	21	 1	19	     8137.332232	  2e-03	      1.228903984	  2e-07	 3.20e-10	 0.00e+00	 3.20e-10	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
 3	21	 2	21	     2569.927642	  6e-04	      3.891160139	  8e-07	 5.70e-08	 4.00e-07	 4.57e-07	 3.92e-06	    -7023.424596	  4e-03	    41860.7	129
